type,name,x,y
block,BrownBlock1,260,388
block,BrownBlock1,360,388
block,BrownBlock1,360,358
block,BrownBlock1,460,388
block,BrownBlock1,460,358
block,BrownBlock1,460,328
block,BrownBlock1,560,388
block,BrownBlock1,560,358
block,BrownBlock1,560,328
block,BrownBlock1,560,298
block,BrownBlock1,660,388
block,BrownBlock1,660,358
block,BrownBlock1,660,328
block,BrownBlock1,760,388
block,BrownBlock1,760,358
block,BrownBlock1,860,388
block,BrownBlock1,1500,388
block,BrownBlock1,1500,358
block,BrownBlock1,1500,328
block,BrownBlock1,1500,298
block,BrownBlock1,1500,268
block,BrownBlock1,1500,238
block,BrownBlock1,1500,208
block,BrownBlock1,1500,178
block,BrownBlock1,1500,148
block,BrownBlock1,1500,118
block,BrownBlock1,1500,88
block,BrownBlock1,960,300
block,BrownBlock1,990,300
block,BrownBlock1,1020,300
block,BrownBlock1,1050,300
block,BrownBlock1,1080,300
block,BrownBlock1,1110,300
block,BrownBlock1,1110,270
block,BrownBlock1,960,270
block,BrownBlock1,1260,150
block,BrownBlock1,1290,150
block,BrownBlock1,1320,150
block,BrownBlock1,1350,150
block,BrownBlock1,1380,150
block,BrownBlock1,1410,150
block,BrownBlock1,1410,120
block,BrownBlock1,1260,120
block,BrownBlock1,1530,88
block,BrownBlock1,1560,88
block,BrownBlock1,1590,118
block,BrownBlock1,1620,118
block,BrownBlock1,1650,148
block,BrownBlock1,1680,148
block,BrownBlock1,1710,178
block,BrownBlock1,1740,178
block,BrownBlock1,1770,208
block,BrownBlock1,1800,208
block,BrownBlock1,1830,238
block,BrownBlock1,1860,238
block,BrownBlock1,1890,268
block,BrownBlock1,1920,268
block,BrownBlock1,1950,298
block,BrownBlock1,1980,298
block,BrownBlock1,2010,328
block,BrownBlock1,2040,328
block,BrownBlock1,2070,358
block,BrownBlock1,2100,358
block,BrownBlock1,2130,388
block,BrownBlock1,2160,388
enemy,FireEmemy,300,0
enemy,FireEmemy,400,-100
enemy,FireEmemy,500,-200
enemy,FireEmemy,600,-200
enemy,FireEmemy,700,-100
enemy,FireEmemy,800,0
enemy,FireEmemy,900,-600
enemy,FireEmemy,1000,-700
enemy,FireEmemy,1100,-800
enemy,FireEmemy,1200,-900
enemy,FireEmemy,1300,-1000
enemy,FireEmemy,1400,-1100
enemy,FireEmemy,1500,-1200
enemy,FireEmemy,1600,-1300
enemy,FireEmemy,1700,-1400
enemy,FireEmemy,1800,-1500
enemy,FireEmemy,1900,-1600
enemy,FireEmemy,2000,-1700
enemy,FireEmemy,2100,-1800
enemy,FireEmemy,2200,-1900
enemy,FireEmemy,2300,-2000
enemy,FireEmemy,2400,-2100
enemy,FireEmemy,2500,-2200
enemy,FireEmemy,2600,-2300
enemy,FireEmemy,2700,-2400
enemy,FireEmemy,2800,-2500
enemy,FireEmemy,2900,-2600
