type,name,x,y
enemy,TortoiseEnemy,400,372
enemy,FlyTortoiseEnemy,750,280
enemy,FlyTortoiseEnemy,950,280
enemy,NonFlyTortoise,700,372
enemy,NonFlyTortoise,800,372
enemy,NonFlyTortoise,900,372
enemy,NonFlyTortoise,1000,372
enemy,FlowerEnemy,1200,370
enemy,FlowerEnemy,1250,370
enemy,FlowerEnemy,1400,370
enemy,FlowerEnemy,1450,370
enemy,FlowerEnemy,1600,370
enemy,FlowerEnemy,1650,370
enemy,FlowerEnemy,1800,370
enemy,FlowerEnemy,1850,370
block,BrownBlock1,1950,372
enemy,Goomba,2150,366
enemy,Goomba,2250,366
enemy,Goomba,2350,366
enemy,Goomba,2450,366
item,Coin,600,255
item,Coin,631,255
